Sl,"Consignor GST",Name,Address,"Consignee GST",Name,Address,"Date of Booking","Date of Delivery","No. of items",Commodity,"Goods Value(Rs.)"
1699,37AHBPA5894N1ZW,"LAKSHMI SRINIVASA TRADERS",VJA,,VIJAYACHOWERDY,RJY,2018-02-22,2018-02-24,14,DALLS,20750
1700,37AKBPP3194M1ZN,"SRI PLYWOOD HOUSE",VIJAYAWADA,37BGZPK5316B1Z7,"Sri lakshmi paints&h/w",Mandapeta,2018-02-22,2018-02-24,4,SUNGLASS,17049
1701,37ABZPJ3472B1ZE,"P.L COMPUTERS",VIJAYAWADA,37AJKPC1445J1Z9,"LAKSHMI COMPUTERS",MANDAPETA,2018-02-22,2018-02-24,3,"COMPUTER SPARES",33375
1702,37AAGFR0258M1ZV,"RAMAKRISHNA &CO",VJA,,"S .SATTIBABU RAJU",KKD,2018-02-22,2018-02-24,1,"PVC PIPES",14760
1703,37bgjpp8582j1zj,"mahee graphics",vja,954241423399,"the team hospital",kkd,2018-02-22,2018-02-24,8,"o.p files",16520
1704,37AAJPJ1276G1Z0,"SHANKHESWARA KITCHEN WARE",VIJAYAWADA,37BKSPS0364B1ZZ,"SRI LAXMI EMPORIUM",ANAPARTHI,2018-02-22,2018-02-24,4,"KITCHEN WARE",13824
1705,37AHNPP1428M2ZS,"SRI MARKETING",vja,37BGZPK5316B1Z7,"Sri lakshmi paints&h/w",Mandapeta,2018-02-22,2018-02-24,50,"PLY WOODSHEESTS",24420
1706,37ACRPK4818R1ZM,"KARIMULLA BABA INDUTRIES",VJA,37AFKPB3119C1ZZ,"NEW SARVESWARA A/G",PTPM,2018-02-22,2018-02-24,1,H/W,3330
1707,37aabcn8714c1zm,"nitih infotech pvt ltd",vja,37chipp5127j1zy,"bhagya sri electronics",kakinada,2018-02-22,2018-02-24,1,electrical,30330
1708,37AFRPB5478F1Z4,"SRI DURGA FOAMS",VJD,,"GAYATRI SOFA WORKS",MANDAPETA,2018-02-22,2018-02-24,2,FOAM,9600
1709,37ACGPP0809E1ZS,"MODERN FOOD PRODUTS",VJA,37BEOPK0312JIZJ,"ANNAPURNA TRADING COMPANY",KKD,2018-02-22,2018-02-24,10,"food item",7616
1710,37AAFFO0454R1ZR,"ORBIT HOUSE",VJA,37ANRPG3358D1ZV,"VIJAY ELECTRICALS",DRAKSHARAMAM,2018-02-22,2018-02-24,2,"PVC PIPE",5830
1711,37AEQPD8662R1ZG,"SRI KANAKADURGA JUTE TRADERS",VJA,37AAIFS5784R1Z1,"SURYA TEXTILES",SMKT,2018-02-22,2018-02-24,2,GONULU,13650
1712,37adwpj1686q1ze,"universal home needs",vja,37abefs5036m1zs,"s.r.g lubes",kkd,2018-02-22,2018-02-24,1,ups,31412
1713,37AACFC0544M1ZQ,"CIRCARS LAKSHMI MIIL STORES",VIJAYAWADA,37ABEFS0070R1ZQ,"SRI RAJA RAJESWARI MODERN R AND B RICE MILL-CHELLURU",MANDAPETA,2018-02-22,2018-02-24,1,"RICE RUBBERS",8720
1714,37alrpg0287f2zw,"sree mahadev mobile accessories",vja,37bgkpj6879b1z1,"sree durga e/p",kkd,2018-02-22,2018-02-24,2,covers,10856
1715,37AJDPP5173H1ZZ,"SRI MADHAVI E/P",VJA,37AFZPJ2926G1ZZ,SAN,37AFZPT2926G1ZZ,2018-02-22,2018-02-24,1,"DRY COCONETS",3570
1716,37AAHFV9162D1ZW,"VENUS ENTERPRISES",VIJAYAWADA,37AHVPC5412E1ZF,"SRI SURYA MARKETING",MANDAPETA,2018-02-22,2018-02-24,2,P/W,17180
1717,37BHXPK1320A1ZL,"KIRAN TRADERS",VIJAYAWADA,,"JYOTHI BAGS",MANDAPETA,2018-02-22,2018-02-24,1,"CCF ROOL",1848
1718,"VJ1/05/1/2194,CSTVJ1/05/1/2008","SRI VIKAS BOOK CENTRE",VJA,,"SRI SRINIVASA BOOKS&STATIONARY",PTPM,2018-02-22,2018-02-24,1,BOOKS,6050
1719,37ABZPC8649R1ZB,"SRI LAKSHMI DURGA METALS",VIJAYAWADA,37AYMPG8841R1ZF,"SRI BALA CHOWDESWARI DEVI METAL & GENERAL STORE",MANDAPETA,2018-02-22,2018-02-24,1,STEEL,5628
1720,37abefm5255c1ze,mr.enterprises,vza,,"valli printers",kkd,2018-02-22,2018-02-24,3,PAPER,11557
1721,37cuspm9206q1zi,"reva plastic",vijayawada,37BKJPS0964,"SRI LAKSHMI EMPORIUM",ANAPARTHI,2018-02-22,2018-02-24,1,PLASTIC,1558
1722,37ABSFS3176Q1Z1,"SRI SAI RAGVENDRA M/C",VJA,37ABPD1672R1Z3,"SRI RANGA A/M",KKD,2018-02-22,2018-02-24,2,A/M,6788
1723,37BNKPB8450K1ZO,"SRI ADITYA ENTERPRISES",VIJAYAWADA,37AAIPI0350F1Z3,"SANTHI TRADERS",MANDAPETA,2018-02-22,2018-02-24,3,DISPOSBLE,5310
1724,37AADFC2245C1ZZ,"CHAITANYA FOOTWEAR",VIJAYAWADA,37BLMPK3639M1ZG,"POPULER SHOE CO",MANDAPETA,2018-02-22,2018-02-24,2,P/W,22578
1725,37AAFFO0454R1ZR,"ORBIT HOUSE",VJA,37ANRPG3358D1ZV,"VIJAY ELECTRICALS",DRAKSHARAMAM,2018-02-22,2018-02-24,2,"LED FITTING",17250
1726,37AKBPP3194M1ZN,"SRI PLYWOOD HOUSE",VIJAYAWADA,37admfs5897a1zk,"sri balaji GLASS&plywood",kkd,2018-02-22,2018-02-24,1,"s roll",1982
1727,37ANSPB6016E1Z4,"NAVKAR POLYPACK",VIJAYAWADA,,"SHANTI TRADERS",MANDAPETA,2018-02-22,2018-02-24,1,DISPOSBLE,909
1728,37ANSPB6016E1Z4,"NAVKAR POLYPACK",VIJAYAWADA,37AHEPC1555B1ZY,"SRI SAI ENTERPRISES",RAMACHANDRAPURAM,2018-02-22,2018-02-24,2,DISPOSBLE,1817
1729,37AKBPP3194M1ZN,"SRI PLYWOOD HOUSE37aeip",VIJAYAWADA,37aeipj6519d1zj,"veeradurga glass plywood",kkd,2018-02-22,2018-02-24,1,"s roll",3600
1730,37AHNPP1428M2ZS,"SRI MARKETING",vja,37aeipj6519d1zj,"veeradurga glass plywood",kkd,2018-02-22,2018-02-24,1,"s roll",4378
1731,37AHTPD5681J1ZQ,"SRI SEKHAR ENTERPRISES",VIJAYAWADA,37AAWPY5828N1ZB,"SRI LAKSHMI GENERAL",KKD,2018-02-22,2018-02-24,12,COSMATICS,35727
1732,37ASTPS2713B1ZM,"MAA AMBICA PLY & BOARDS",VJW,37BNRPR1018Q1Z7,"AMBICA PLYWOOD & HARDWARE",RAMCHANDRAPURAM,2018-02-22,2018-02-24,10,PLYWOOD,2439
1733,37ahdpm5728kl2zy,"sri suresh parer & co",vza,37akvpv1750h1zi,"balaji offset printers",kkd,2018-02-22,2018-02-24,4,PAPER,15336
1734,37ANSPB6016E1Z4,"NAVKAR POLYPACK",VIJAYAWADA,37CEBPK6546N2ZY,"KARTIKEYA E/P",PTPM,2018-02-22,2018-02-24,2,DISP,1817
1735,37AQWPG3815D1ZQ,"MAHARAJA PLY LAM CENTRE","BHAVANIPURAM, VIJAYAWADA",37ASTPR3714P1ZR,"MAHALAXMI HARDWARE",MANDAPETA,2018-02-22,2018-02-24,1,SUNGLASS,1850
1736,37AANFB9569J1ZM,"BEST MART COMPANY",VIJAYAWADA,37ABPPB1539B1Z0,"SRI SRINIVASA MILL STORES",MANDAPETA,2018-02-22,2018-02-24,1,WASHERS,1918
1737,37ABZFS1519E1ZS,"SRI SAI RAGHAVENDRA AUTO DIS","V J A",37bdbpm4456p1zz,"manvitha automobile",kkd,2018-02-22,2018-02-24,3,A/M,21525
1738,37ACAPG3190M1ZK,"ADITYAN E/P",HYD,37AELPT3773G1ZQ,"SRI KRISHNA E/P",KKD,2018-02-22,2018-02-24,12,"CORN FLAKES",21941
1739,37AEKPP2125H1ZH,"ESTEEM CORPORATION",VIJAYAWADA,37AHJPB7787K1ZP,"SRI KARTHIKEYA MAGENCIES",MANDAPETA,2018-02-22,2018-02-24,3,STATIONORY,30894
1740,37ABSPT1795N1ZG,"RAHUL MARKETING ASSOCIATES",VIJAYAWADA,37AHLPG1105A1Z3,"SAI MEDICALS",PTPM,2018-02-22,2018-02-24,7,MEDICALS,56164
1741,37AJAPB2166P1Z4,"CHAMUNDA PAPER PRODUCTS",VJA,37AAAFV9616RIZB,"VINAR PAPER MART",KKD,2018-02-22,2018-02-24,2,PAPER,4914
1742,37AACFR6607C1ZF,"RATNAM OIL COMPANY",VIJAYAWADA,37AACHD0201N1ZO,"SRI SUDHA LUBRICANTS",MANDAPETA,2018-02-22,2018-02-24,3,"REAJ GP",5100
1743,37ACRPK4796Q1ZB,"VISHWA JEET &CO",VJA,37AHJPB7787K1ZP,"SRI KARTHIKEYA MAGENCIES",MANDAPETA,2018-02-22,2018-02-24,2,STATIONARY,21703
1744,37aevps1911f11f1z7,"sri lakshmi venkateswara paints",vza,37arlpn2305f1zx,"sri vasavi h/w paints",kkd,2018-02-22,2018-02-24,4,PAINTS,2227
1745,37AAIFV8011G1Z3,"VIJAYA SAI AGENCIES",VIJAYAWADA,37aahhb7643d1ze,"badam subramanyam sons",kkd,2018-02-22,2018-02-24,2,PVC,22011
1746,37ABMPL0657P1ZZ,"M.D. ELECTRICALS",VIJAYAWADA,37AVCPH4606A1Z6,"TIRUMALA ELECTRICALS & GENERAL STORES",JAGGAMPETA,2018-02-22,2018-02-24,2,"ELECTRICAL GOODS",18261
1747,37AARPF6082C1ZM,"RAJENDRA AGENCIES",VJD,37ARXPV0777H1ZT,"GOPAL KRISHNA ELECTRICAL",MANDAPETA,2018-02-22,2018-02-24,4,ELE,4531
1748,37AAIFV8011G1Z3,"VIJAYA SAI AGENCIES",VIJAYAWADA,37apupp4351c1zm,"sri anjaneya e/p",kkd,2018-02-22,2018-02-24,1,PVC,1509
1749,37algpb8650e1z8,"divya foot wear",vza,37ALFPU2705AIZW,"SATISH FOOT WEAR",KKD,2018-02-22,2018-02-24,1,F/W,540
1750,37AVFPM7235D1Z1,"LAKSHMI SAI DURGA T/R",VJA,37BGNPM4322D1ZH,"A.R ENTERPRISES",MANDAPETA,2018-02-22,2018-02-24,2,CCF,24317
1751,37ACUPJ7584L1ZJ,"BABA HARDWARES",VIJAYAWADA,37ABWPN1386K1ZT,"NALAM RAJA",KKD,2018-02-22,2018-02-24,6,"IRON ROLLS",14991
1752,37AALGPB8650E1Z8,"DIVYA FOOTWEAR",VZA,37asdpv1538k1zb,"bagawathi enterprises",kkd,2018-02-22,2018-02-24,1,F/W,4200
1753,37ABCFM3472F1ZB,"MEENAKSHI POLYMERS",VJA,37auapk1058l1zk,"siri general stories",kkd,2018-02-22,2018-02-24,1,DISP,3304
1754,37AANFB9569J1ZM,"BEST MART COMPANY",VIJAYAWADA,37ACBFS5042B1ZI,"SRI KRISHNA KIREETI FOOD PRODUCTS",MDPT,2018-02-22,2018-02-24,2,"MILL SPARES",14427
1755,37AQWPG3815D1ZQ,"MAHARAJA PLY LAM CENTRE","BHAVANIPURAM, VIJAYAWADA",37BGAPJ3457M1Z4,"MARUTHI PLYWOOD GLASS & HARDWARE",JAGGAMPETA,2018-02-22,2018-02-24,3,PLYWOOD,1698
1756,37AGNPA7272R1ZM,"SHIVA SHAKTI T/R",VJA,37ahypr6622c1zv,"sri raghavendra t/r",kakinada,2018-02-22,2018-02-24,4,CANS,2048
1757,37AEFPAO136C1ZC,"DURGA PIPE T/R",VJA,536014521666,"LAKSHMI VENKATESWARA IRON PAINTS",KKD,2018-02-22,2018-02-24,1,PVC,4720
1758,37aazpc9888k1zg,"sls traders",vza,,CH.SATYANARAYANA,MDPT,2018-02-22,2018-02-24,1,DALLS,2125
1759,37ABPPG1454J1ZG,"VARDHAMAN SANITARY",VIJAYAWADA,37ARXPV0777H1ZT,"GOPAL KRISHNA ELECTRICAL",MANDAPETA,2018-02-22,2018-02-24,2,"SANITARY WARE",4833
1760,37ABPPG1454J1ZG,"VARDHAMAN SANITARY",VIJAYAWADA,37ARYPG2165M1Z2,"SRI SAI KRISHNA SANITARY WARE & GENERAL STORE",MANDAPETA,2018-02-22,2018-02-24,2,"SANITARY WARE",4990
1761,37BHXPK1320A1ZL,"KIRAN TRADERS",VIJAYAWADA,436099113029,VAMSIKRISNA,KKD,2018-02-22,2018-02-24,3,CCF,5198
1762,37AGUPK0813H1Z9,"SRI DHANALAKSHMI MARKETING",VIJAYAWADA,37AAHFR7507G1Z1,"RAJASTAN ELECTRICAL &ELECTRONICS",KKD,2018-02-22,2018-02-24,13,"COMFRT WATER",16319
1763,37AACFB2138G1ZT,"BRIGHT ELECTRICALS",VIJAYAWADA,37ARXPV0777H1ZT,"GOPAL KRISHNA ELECTRICAL",MANDAPETA,2018-02-22,2018-02-24,7,"ELECTRICAL GOODS",20305
1764,37CPTK8259K2ZT,"SRI SATYANARAYANA E/P",TENALI,37AQKPG1319C1Z9,"TULASI ENTERPRISES",MANDAPETA,2018-02-22,2018-02-24,3,COVERS,23364
1765,37AAIFS3950K1ZR,"SRI VENKATESWARA JUTE CO",VIJAYAWADA,37CADPK5389M1Z0,"VENKATESWARARAO ROPE MERCHANT",MANDAPETA,2018-02-22,2018-02-24,8,"PLASTIC ITEM",9062
1766,37AGUPK0813H1Z9,"SRI DHANALAKSHMI MARKETING",VIJAYAWADA,37AAHFR7507G1Z1,"RAJASTAN ELECTRICAL &ELECTRONICS",KKD,2018-02-22,2018-02-24,12,FANS,53400
1767,37AMQPP9858D1Z8,"SRI DOOR LAM HOUSE",VJA,625778622877,"V.S.V SUBBA RAO",KKD,2018-02-22,2018-02-24,2,"S/G SHEETS",13688
1768,37AUMPK9260C1ZF,"SRI GANESH AGENCIES",VIJAYAWADA,37CQHPP5115N1ZC,"SRI SAI VENKATA LAKSHMI TRADING","PRATHIPADU, YELESWARAM",2018-02-22,2018-02-24,5,"ELECTRICAL GOODS",31537
1769,37cuspm9206q1zi,"reva plastic",vijayawada,37AAMFV2073N1ZI,"VISWANADHA GUPTHA & CO",DRAKSHARAMAM,2018-02-22,2018-02-24,2,PLSTIC,4220
1770,37AEFPAO136C1ZC,"DURGA PIPE T/R",VJA,37BGOPK3922L1ZR,"PADMAVATHI W/H PAINTS STORES",KKD,2018-02-22,2018-02-24,1,PVC,4720
1771,37AAMFP7952L1ZE,PRASUDEV,NUNNA,365381691106,"BABU SHOE MART",,2018-02-22,2018-02-24,8,F/W,43085
1772,37AERPS3165H1ZX,"SURYA AGENCIES",VIJAYAWADA,37AAPFG4403N1Z0,"GUPTA SALES CORPORATION","YEDITHA, MANDAPETA",2018-02-22,2018-02-24,23,"SANITARY WARE",568375
1773,37AGJPC5949H1Z5,"SREE AMBIKA A/S",VJA,37AQKPB8910G1ZV,"SRI THRINETRA AUTO AND H/W",KKD,2018-02-22,2018-02-24,1,A/M,5111
1774,37AUMPK9260C1ZF,"SRI GANESH AGENCIES",VIJAYAWADA,37CMEPM3181L1ZO,"JAIN E/P",RJY,2018-02-22,2018-02-24,6,COOKER,39120
1775,37ANSPB6016E1Z4,"NAVKAR POLYPACK",VIJAYAWADA,,"SHANTI TRADERS",MDPT,2018-02-22,2018-02-24,2,COVERS,4248
1776,37AFMPG1052P1Z5,"MAHAVEER DOORS",VIJAYAWADA,37ALKPK9653L1ZB,"LAKSHMI SRINIVASA PLYWOODS",DRAKSHARAMAM,2018-02-22,2018-02-24,2,DOORS,1324
1777,37ASAPJ1991M1ZD,"GURURAJ ENTERPRISES",VIJAYAWADA,37CBHPP3622B1ZW,"SRI BHIMESWARA FANCY",DHAKSHARAMAM,2018-02-22,2018-02-24,4,H/W,7080
1778,37AUMPK9260C1ZF,"SRI GANESH AGENCIES",VIJAYAWADA,37AQTPJ3056G1ZJ,"SAI SRI KRISHNA E/P",PDPM,2018-02-22,2018-02-24,5,"STEEL ITEM",29900
1779,,"SWAMY AUTO AXIS",VJA,37ANAPK8000H1ZB,"S9 CAR MATE",KKD,2018-02-22,2018-02-24,2,"SPARE PARTS",4700
1780,37AECPC5411R1ZE,"MAYUR FOOT WEAR",VIJAYAWADA,37CXHPM7410E1ZI,"FRIENDLY SHOES",VJA,2018-02-22,2018-02-24,1,F/W,4344
1781,37AEQPK1287D1ZB,"SRI SRINIVASA DALL MILL",VIJAYAWADA,37AUYPA9236E1Z9,"SRI LAXMI SAI TRADERS","PRATHIPADU, YELESWARAM",2018-02-22,2018-02-24,40,DALL,123450
1782,37AIUPK3998F1ZG,"LAKSHMI MARKETING",VIJAYAWADA,37AAHFS9831Q1ZA,"SRI DATTASAI AGENCIS",PTPM,2018-02-22,2018-02-24,2,PENS,10196
1783,37ACRPK5945P1ZK,"UMASANKAR METAL WERE",PEDDAVUTUPALLI,37AIGPM6957N1ZE,"SRI VENKATESWARA METAL STORES",RCPM,2018-02-22,2018-02-24,3,STEEL,14013
1784,37AGQPR4699Q1ZV,"VIJAYADURGA AUTO ELEC",VJA,37BXRPS3422B1ZD,"RENUKA A/M",KKD,2018-02-22,2018-02-24,2,A/M,18518
1785,37ANSPB6016E1Z4,"NAVKAR POLYPACK",VIJAYAWADA,37BWXPB4375D1Z8,"BHAVANI PLASTIC&G/S",PTPM,2018-02-22,2018-02-24,1,"PLASTC COVERS",2124
1786,37AEKPV3939D1Z3,"VC ENTERPRISES","BHAVANIPURAM, VIJAYAWADA",,"HIMADRI GENERAL STORE",MANDAPETA,2018-02-22,2018-02-24,2,"FOOD ITEM",4463
1787,37AIUPV6044M1Z7,"DARSHAN PLYWOOD",VIJAYAWADA,37CFNPR7178Q1Z2,"DURGA GLASS & PLYWOOD HARDWARE HOUSE",RAMCHANDRAPURAM,2018-02-22,2018-02-24,4,DOORS,2665
1788,37AQWPG3815D1ZQ,"MAHARAJA PLY LAM CENTRE","BHAVANIPURAM, VIJAYAWADA",37ASTPR3714P1ZR,"MAHALAXMI HARDWARE",MANDAPETA,2018-02-22,2018-02-24,41,PLYWOOD,23222
1789,37AEUPN7833G1ZU,"SRI BHASKARA CORPORATION",KKD,37AGRPC8006H1ZB,"LAKSHMI GANESH STATIONARY1",KKD,2018-02-22,2018-02-24,4,PENS,35051
1790,37AIGPM7031H1Z8,"LUCKY SCALE CENTER",VJA,37AAIFR7794J1ZC,"REVURI VENKAT RAO",KKD,2018-02-22,2018-02-24,3,"WEIGH MACHINE",5950
1791,37ABNPU5369A1Z9,"CITY AGENCIES",VIJAYAWADA,37AMQPL8091G1ZF,"SRI SATYAPLUMBING&H/W",KKD,2018-02-22,2018-02-24,5,"PVC PIPES",27080
1792,37cddpm5372d1zk,"vijayadurga kitchenware",vijayawada,674093884740,GOLLAIAH,DRMM,2018-02-22,2018-02-24,5,KITCHENWEAR,6100
1793,37AABCH4363F1ZP,"ICHIBAN CROP SCIENCE LTD",VJA,37AQCPM5604L1ZO,"SRI DEVI HANUMA SEEDS",KKD,2018-02-22,2018-02-24,3,PESTICIDS,17971
1794,37aahfp1803b1zq,"perfect enterprises",vja,522649521628,"K V V SATYANARAYANA",RCPM,2018-02-22,2018-02-24,1,KITCHENWEAR,15854
1795,37aafpj0783j1zj,"vimal electronics",vja,37aabhj0450z1z8,"arihant electronics",kkd,2018-02-22,2018-02-24,1,electrical,12000
1796,37AFKPG5007L1ZC,"SRI HARIBABU TRADING COMPANY",VJA,37ANBPH4766J1ZR,"HAJANOOR MAHAMAD",PTPM,2018-02-22,2018-02-24,2,"PLASTIC BUCKETS",2242
1797,37AATFS8238F1ZK,"S S R AUTO SALES CO",VJA,921085544929,"SRI SAI AUTO MOBILES",DRMM,2018-02-22,2018-02-24,4,A/M,21349
1798,37cjxpm7202e1zw,"shreeji  mobile accessories",vja,37askpg0888n1z2,"rahul mobile accessories",kkd,2018-02-22,2018-02-24,1,covers,1350
1799,37AAGHR2272D1Z8,"SHA SAGAR MAL RIKHAB CHAND",VJW,94441388888,"K.SRINIVASA RAO",MANDAPETA,2018-02-22,2018-02-24,1,COVERS,6344
1800,37ABCFM3472F1ZB,"MEENAKSHI POLYMERS",VJA,37ARGPD3521Q1ZL,"GUPTA G/S",PDPM,2018-02-22,2018-02-24,2,DISPOSOLE,3260
1801,37AXXPP9488M1ZU,"R J T/R",VJA,37ABPPB1539B1Z0,"SRI SRINIVASA MILL STORES",MANDAPETA,2018-02-22,2018-02-24,1,"MILL SPARES",8040
1802,37ADAFS3312G1ZE,"SRI HNUMAN PLYWOOD",VIJAYAWADA,,"SRI VINAYAKA HANDI CRAFT",ANAPARTHI,2018-02-22,2018-02-24,23,"MDF BORDS",11676
1803,37abypv0350r1zj,"DHANVANTRI AUSHADHI",VJA,37AHLPG1105A1Z3,"SAI MEDICALS",PTPM,2018-02-22,2018-02-24,6,MEDICAL,15770
1804,37awvps4747d1zu,"solar beeding house",vja,37AJPPR6456D1ZP,"SRI GANESH ENTERPRISES",ANAPARTHY,2018-02-22,2018-02-24,3,BEEDING,7681
1805,37aacck6385p2zp,"kalanikethan silks pvt ltd",vja,37aacck6385p2zp,"kalanikethan silks pvt ltd",kkd,2018-02-22,2018-02-24,1,cloth,44163
1806,37abspg5065e1zh,"garg e/p",vza,879267601024,"LASYA SHOE MART",ANP,2018-02-22,2018-02-24,2,F/W,5746
1807,37ACHFS9753M1Z7,"SHIVA SAI PLYWOODS",VUJAYAWADA,37abrpj9303k1z5,"plywood home",kkd,2018-02-22,2018-02-24,20,DOORS,7427
1808,37aippb1787n1zm,"raj brothers",vja,37chipp5127j1zy,"bhagya sri electronics",kkd,2018-02-22,2018-02-24,2,100,22090
1809,37AKBPP3194M1ZN,"SRI PLYWOOD HOUSE37aeip",VIJAYAWADA,37BGZPK5316B1Z7,"Sri lakshmi paints&h/w",Mandapeta,2018-02-22,2018-02-24,2,ELE,7505
1810,37ADDFS2715G1Z6,"SRI GAYATHRI PHARMA DISTRIBUTORS",VIJAYAWADA,37AICPY2874Q1Z8,"SRI VIJAYA VASAVI MEDICAL DIS",MANDAPETA,2018-02-22,2018-02-24,2,MEDICAL,2586
1811,37AADHJ1785L1ZU,"GOYAM GIFT N GLASS",VIJAYAWADA,37APLPB8975M1Z2,"SRI DIVYA MATCHING LADIES CHOICE",ANAPARTHI,2018-02-22,2018-02-24,2,"GIFT ARTICALS",1416
1812,37AARPV7132K1ZW,"SRI GOPALAKRISHNA T/R",VJA,37BOHPG7548P1Z5,"SRI VENKATESWARA WOOD &G/M",KKD,2018-02-22,2018-02-24,5,TUBS,26748
1813,37CFKPK7565R1ZB,"UB DECORS",VIJAYAWADA,37BAJPB4653G1Z5,"SRI HARDWARE",KAKINADA,2018-02-22,2018-02-24,4,DOORS,1482
1814,37ABRPG3699K2ZS,"VASAVI ENGNEERING E/P",VJA,37DLEPS6354F1ZR,"SRI AYYAPPA A/M&DISPOSALS",MDPT,2018-02-22,2018-02-24,2,A/M,12487
1815,37AYDPG5815A1ZV,"GPS AUTO VENTURES",VJA,37DLEPS6354F1ZR,"SRI AYYAPPA A/M&DISPOSALS",MDPT,2018-02-22,2018-02-24,2,A/M,10619
1816,37aakfr5028d1z8,"r.v.engineering corp",vja,,arif,kkd,2018-02-22,2018-02-24,1,a/m,2206
1817,37AAOFS4452N1ZG,"SRI SHIRDISAI ENTERPRISES",VJA,37AAGHP7707M1ZL,"SRI VENKATA PHANI RAGHAVENDRA H/W&MILLSTORE",KKD,2018-02-22,2018-02-24,6,"WELDING ROODS",15300
1818,37AAAFU7352F1Z4,"UNIVERSAL A/G",VJA,37AVMPM6671L1ZR,"USHA A/G",MDPT,2018-02-22,2018-02-24,11,FANCY,55380
1819,37AGSPC1736H1ZB,"LUCKY WEDDING CARDS",VJA,37AZMPA7755M1ZA,"AYYAPPA EMPORIUM",PTPM,2018-02-22,2018-02-24,3,WEDDINGCARDS,3900
1820,37AEXPA6752J1ZX,"OSWAL PAPERS3737",VIJAYAWADA,966307208723,"RAJA SRI OFFSET PRINTERS",MDPT,2018-02-22,2018-02-24,1,PAPERS,1392
1821,37aippb1787n1zm,"raj brothers",vja,964505064527,C.BHAGYALAKSHMI,MDPT,2018-02-22,2018-02-24,1,"PHOTO GOODS",18318
1822,37ALCPK1841J1Z5,"KUNDAN PLYWOODS",VIJAYAWADA,37CFNPR7178Q1Z2,"DURGA GLASS & PLYWOOD HARDWARE HOUSE",RAMCHANDRAPURAM,2018-02-22,2018-02-24,5,PLYWOOD,3658
1823,37aatcs9831k1ze,"Sai retail india pvt ltd",vja,37aamcs1175p1zm,"Sai silk(kalamandir)ltd",kkd,2018-02-22,2018-02-24,5,CLOTH,149088
1824,37ALFPR4662M1ZG,"CHARAN CHEMICALS",VJA,37BAUPM8143B1ZF,"SRI LAKSHMI TRADERS",PTPM,2018-02-22,2018-02-24,40,SODA,22000
1825,37aakfr5028d1z8,"r.v.engineering corp",vja,37AWOPB0151B1ZY,"SAMPATH E/P",RCPM,2018-02-22,2018-02-24,4,"POWER TOOLS",44480
1826,37AGFPJ2122F1ZV,"SRI GOUTHMI E/P",VJA,37AIUPC7525Q1ZE,"SATYA MANIKANTA FANCY&G/S",RCPM,2018-02-22,2018-02-24,2,COSTROIL,4850
1827,37ALCPK1841J1Z5,"KUNDAN PLYWOODS",VIJAYAWADA,37CCLPM3291C1ZI,"SAPTHAGIRI ENTERPRISES",ANAPARTHI,2018-02-22,2018-02-24,3,"PVC SHEET",13968
1828,37ALCPK1841J1Z5,"KUNDAN PLYWOODS",VIJAYAWADA,37CCLPM3291C1ZI,"SAPTHAGIRI ENTERPRISES",ANAPARTHI,2018-02-22,2018-02-24,8,PLYWOOD,4012
1829,37aaiph7773d1zj,"premier plywood",vja,37ccppm3568q1zh,"s k enterprises",kkd,2018-02-22,2018-02-24,3,"s/g sheet",15555
1830,37ALCPK1841J1Z5,"KUNDAN PLYWOODS",VIJAYAWADA,37CFNPR7178Q1Z2,"DURGA GLASS & PLYWOOD HARDWARE HOUSE",RAMCHANDRAPURAM,2018-02-22,2018-02-24,40,PLYWOOD,15340
1831,37AMDPK7854K1ZJ,"VENKATA RATNA SEKHAR",VJA,37AERPD2917G1ZG,"SRI SATYA KALANJALI CUTPIECES",RCPM,2018-02-22,2018-02-24,4,CLOTH,100905
1832,37annpk1958m1za,"sri hari chandana a/g",vja,686522618944,"s.sattibabu raju",kkd,2018-02-22,2018-02-24,3,flex,4209
1833,37AHNPP4256H1ZW,"SRINIVASA A/M",VJA,37AEUPA5910R1ZU,"THE VIJAYAWADA TRACTORS",RCPM,2018-02-22,2018-02-24,3,DISK,9306
1834,37annpk1958m1za,"sri hari chandana a/g",vja,686522618944,"s.sattibabu raju",kkd,2018-02-22,2018-02-24,2,flex,5436
1835,37AABFJ7559E1Z7,"JYOTHI MILL STORE",VJA,9550712517,V.V.RAO,RCPM,2018-02-22,2018-02-24,2,"MILL SPARES",1035
1836,37aphps9430c1zq,"noori rubbers",vja,37bcupm8951p1za,"royal f/w",kkd,2018-02-22,2018-02-24,1,f/w,5040
1837,37ABAPV6653M1ZZ,"SRI JAIKRISHNA T/R",VJA,37AWBPN9664Q1ZI,"ARUNA A/G",UPPADA,2018-02-22,2018-02-24,1,FABRIC,2756
1838,37arwpr8267p2z7,"mahadev e/p",vja,37BNRPR1018Q1Z7,"AMBICA PLYWOOD & HARDWARE",RAMCHANDRAPURAM,2018-02-22,2018-02-24,2,H/W,11186
1839,37BBMPD3160J1ZM,"HINGLAJ ENTERPRISES",VIJAYAWADA,37AMVPS7281C1ZD,"NEW SUPERLAND",RAMACHANDRAPURAM,2018-02-22,2018-02-24,4,FANCY,6254
1840,37AAGFR4846K1ZP,"RAVI AGENCIES",VJA,37BWXPB4375D1Z8,"BHAVANI PLASTIC&G/S",PTPM,2018-02-22,2018-02-24,2,SODA,10000
